HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.VIDEOA,Input.DESCA,Input.VIDEOB,Input.DESCB,Input.VIDEOC,Input.DESCC,Input.VIDEOD,Input.DESCD,Input.VIDEOE,Input.DESCE,Answer.A-rank,Answer.B-rank,Answer.C-rank,Answer.D-rank,Answer.E-rank,Answer.input-desc,Approve,Reject
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,34PGFRQONOB5OLZU9BY200B0Y7TWJH,A3OSOC0JEUTBS7,Approved,Tue Jan 08 11:47:06 PST 2019,Tue Jan 08 12:05:49 PST 2019,Fri Jan 11 12:05:49 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,1123,97% (29/30),97% (29/30),97% (29/30),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,1,2,5,4,5,,,
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3IHR8NYAM71P1UJ8UIX324ELNDZP4N,A29XSBEHUDS8W2,Approved,Tue Jan 08 12:12:27 PST 2019,Tue Jan 08 12:16:35 PST 2019,Fri Jan 11 12:16:35 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,248,100% (30/30),100% (30/30),100% (30/30),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,3,5,1,2,4,The green block left of the red block.,,
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3KMS4QQVK2QYOJJH17OEXRPDIVCFKE,A1830YARZUAFPX,Rejected,Tue Jan 08 15:50:56 PST 2019,Tue Jan 08 15:56:16 PST 2019,Fri Jan 11 15:56:16 PST 2019,,Tue Jan 08 16:02:42 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",320,24% (12/49),24% (12/49),24% (12/49),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,5,4,3,2,1,"Some ties are allowed if you feel a few options are equally good, and the optional description may be left blank if you feel your #1 choice(s) can't be significantly improved upon",,
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3OVHNO1VE61WFU47A2WYW6A5APZZDV,A23APVZQQJTFI7,Approved,Tue Jan 08 11:45:39 PST 2019,Tue Jan 08 11:49:24 PST 2019,Fri Jan 11 11:49:24 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,225,100% (6/6),100% (6/6),100% (6/6),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,3,5,1,4,2,This green block left of the plate.,,
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3R8YZBNQ9HI7KT26WTAZ5LO5JBDQ71,A27JY3V78RDGFY,Approved,Tue Jan 08 11:49:52 PST 2019,Tue Jan 08 12:07:02 PST 2019,Fri Jan 11 12:07:02 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,1030,100% (56/56),100% (56/56),100% (56/56),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,3,5,4,1,2,,,
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3YDTZAI2WXGMK2069GMD18WNKWP41S,A22ATZ0DQOHPB6,Approved,Tue Jan 08 11:31:27 PST 2019,Tue Jan 08 11:33:38 PST 2019,Fri Jan 11 11:33:38 PST 2019,Tue Jan 08 11:35:52 PST 2019,,,131,75% (6/8),75% (6/8),75% (6/8),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,2,1,4,3,5,The green block left of the red block.,,
32CAVSKPCEPJFGWRYK8TQTYVY0SU18,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3YWRV122CSZ3C0E6N7MATMHPXGPU8X,A1DSOAW3YF84YB,Rejected,Tue Jan 08 11:50:59 PST 2019,Tue Jan 08 11:59:17 PST 2019,Fri Jan 11 11:59:17 PST 2019,,Tue Jan 08 15:50:43 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",498,8% (2/25),8% (2/25),8% (2/25),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195152.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195207.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195221.mp4,The green block left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195235.mp4,That green block left of the plate and left of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195249.mp4,This green block left of the plate.,9,8,5,87,5,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,31JLPPHS2UUMYYO3F4F53ZHPZ89O3M,A2UF26QQNQOFCZ,Approved,Tue Jan 08 11:48:59 PST 2019,Tue Jan 08 11:59:44 PST 2019,Fri Jan 11 11:59:44 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,645,93% (56/60),93% (56/60),93% (56/60),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,1,5,4,3,3,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,31UV0MXWNQCFGR04VSQTYZJN1V05IX,A2DT1Y0XOGKPS5,Rejected,Tue Jan 08 11:45:32 PST 2019,Tue Jan 08 11:54:47 PST 2019,Fri Jan 11 11:54:47 PST 2019,,Tue Jan 08 15:50:44 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",555,91% (41/45),91% (41/45),91% (41/45),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,5,4,3,252,1,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,39U1BHVTDLR2BQTBBL14X9NCYGQ3TN,AAMTDI2AOL094,Rejected,Tue Jan 08 11:48:00 PST 2019,Tue Jan 08 12:07:34 PST 2019,Fri Jan 11 12:07:34 PST 2019,,Tue Jan 08 15:50:44 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",1174,73% (8/11),73% (8/11),73% (8/11),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,5,4,3,2,1,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3DL65MZB8DFOZ77XEJNARQR51I7CET,A15VSLQP8AXQ9Q,Approved,Tue Jan 08 11:22:05 PST 2019,Tue Jan 08 11:50:04 PST 2019,Fri Jan 11 11:50:04 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,1679,85% (34/40),85% (34/40),85% (34/40),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,2,3,1,4,5,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3DY4FPOOA1O97KI2R62FGPED1FJVRW,A15CCQOQIM1OY8,Approved,Tue Jan 08 12:06:33 PST 2019,Tue Jan 08 12:07:52 PST 2019,Fri Jan 11 12:07:52 PST 2019,Tue Jan 08 15:52:59 PST 2019,,,79,96% (26/27),96% (26/27),96% (26/27),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,4,5,4,3,2,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3IX2EGZR7BJ0GPI8AHOWD13J6SEJR1,A2XC9IWFQ3FWUR,Approved,Tue Jan 08 11:45:47 PST 2019,Tue Jan 08 12:08:04 PST 2019,Fri Jan 11 12:08:04 PST 2019,Tue Jan 08 15:53:00 PST 2019,,,1337,100% (14/14),100% (14/14),100% (14/14),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,3,2,5,4,1,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3Q5ZZ9ZEVOFMRLORM6E2LAP9Y14582,A3W5BTNHDA9U64,Approved,Tue Jan 08 15:50:56 PST 2019,Tue Jan 08 16:06:05 PST 2019,Fri Jan 11 16:06:05 PST 2019,Tue Jan 08 16:10:25 PST 2019,,,909,100% (23/23),100% (23/23),100% (23/23),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,2,1,4,5,3,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3TVSS0C0E10Z2OVZL5C626Y9W9LWTN,A2FDEBTHDRUHRK,Approved,Tue Jan 08 11:50:38 PST 2019,Tue Jan 08 12:14:43 PST 2019,Fri Jan 11 12:14:43 PST 2019,Tue Jan 08 15:53:00 PST 2019,,,1445,97% (36/37),97% (36/37),97% (36/37),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,2,5,4,1,3,,,
32CXT5U14G31QGGCX5H853L3C6YU8S,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 15:50:44 PST 2019,,,3XCC1ODXDLBH2CML5785A2F5KN6RQ0,A1PQWT8ZV8398L,Approved,Tue Jan 08 12:16:08 PST 2019,Tue Jan 08 12:19:39 PST 2019,Fri Jan 11 12:19:39 PST 2019,Tue Jan 08 15:53:00 PST 2019,,,211,93% (13/14),93% (13/14),93% (13/14),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100706.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100719.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100733.mp4,The green block right of the plate.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100747.mp4,This green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-100801.mp4,This green block right of the red block.,5,4,3,1,2,This green block right of the red block,,
32FESTC2NHQ32J6PEHXD7PHM2XJCUG,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:13 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 11:20:13 PST 2019,,,34J10VATJFY49DJ2FKEWWAEEXRMIQM,A15TLEMC9O4ZUD,Approved,Tue Jan 08 11:43:38 PST 2019,Tue Jan 08 12:09:35 PST 2019,Fri Jan 11 12:09:35 PST 2019,Tue Jan 08 15:53:00 PST 2019,,,1557,100% (6/6),100% (6/6),100% (6/6),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164710.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164724.mp4,"The red block in front of the cup, behind the other red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164738.mp4,"The red block left of the plate, left of the purple block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164753.mp4,"That red block left of the plate, left of the purple block and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164807.mp4,That red block left of the purple block and right of the purple block.,1,5,4,3,2,That red block left of the purple block and right of the purple block.,,
32FESTC2NHQ32J6PEHXD7PHM2XJCUG,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:13 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 11:20:13 PST 2019,,,39OWYR0EPKRT8O8Y5MP56Z4OG75FYN,A2UF26QQNQOFCZ,Approved,Tue Jan 08 11:25:54 PST 2019,Tue Jan 08 11:38:45 PST 2019,Fri Jan 11 11:38:45 PST 2019,Tue Jan 08 15:53:00 PST 2019,,,771,93% (56/60),93% (56/60),93% (56/60),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164710.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164724.mp4,"The red block in front of the cup, behind the other red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164738.mp4,"The red block left of the plate, left of the purple block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164753.mp4,"That red block left of the plate, left of the purple block and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164807.mp4,That red block left of the purple block and right of the purple block.,3,4,1,5,2,The red block behind the cup.,,
32FESTC2NHQ32J6PEHXD7PHM2XJCUG,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:13 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 11:20:13 PST 2019,,,3J2UYBXQQLC0S0J2WLBSK1XRBWV60K,AAMTDI2AOL094,Approved,Tue Jan 08 11:47:36 PST 2019,Tue Jan 08 12:05:27 PST 2019,Fri Jan 11 12:05:27 PST 2019,Tue Jan 08 15:53:00 PST 2019,,,1071,73% (8/11),73% (8/11),73% (8/11),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164710.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164724.mp4,"The red block in front of the cup, behind the other red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164738.mp4,"The red block left of the plate, left of the purple block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164753.mp4,"That red block left of the plate, left of the purple block and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164807.mp4,That red block left of the purple block and right of the purple block.,3,2,1,5,4,,,
